Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
15.15,1,0.012282366,13,132.5284,7,1999,1.0,0,1,1713.7692
12.35,0,0.026681262,3,56.4246,6,1997,0.0,0,1,810.9444
14.3,0,0.127541722,5,84.9224,6,1997,0.0,0,1,1193.1136
8.695,0,0.119513002,9,93.4094,4,2004,0.0,1,1,856.8846
16.35,0,0.054463442,10,163.8842,0,1998,,2,0,165.7842
6.135,1,0.0,0,151.3366,5,2002,,1,1,1057.9562
19.5,0,0.015756784,9,185.0608,5,2002,,1,1,2205.1296
9.5,1,0.010907967,13,182.3608,1,1987,2.0,2,1,2940.1728
8.895,0,0.07543556,7,235.8616,4,2004,0.0,1,1,3046.7008
18.25,0,0.0,5,196.8452,6,1997,0.0,0,1,3327.6684
21.35,0,0.115194717,3,258.3278,0,1998,,2,0,520.6556
19.7,0,0.066922802,13,174.837,4,2004,0.0,1,1,2999.429
16.6,0,0.103195401,6,117.8466,5,2002,,1,1,942.7728
10.895,0,0.035747522,6,133.6284,6,1997,0.0,0,1,1581.9408
8.51,0,0.016201845,9,195.2478,2,2007,,1,1,4262.4516
14.15,0,0.05837308,13,243.9828,0,1998,,2,0,731.0484
6.65,0,0.087652908,6,128.8678,4,2004,0.0,1,1,1398.8458
15.25,1,0.065999008,13,177.966,7,1999,1.0,0,1,2336.958
18.25,0,0.088750333,5,196.5452,1,1987,2.0,2,1,2348.9424
16.0,1,0.099252438,5,87.4856,4,2004,0.0,1,1,1054.6272
19.2,0,0.0,9,127.831,5,2002,,1,1,1298.31
12.15,0,0.0,9,117.815,2,2007,,1,1,2330.3
8.895,0,0.026384672,5,208.9954,7,1999,1.0,0,1,4584.6988
10.895,0,0.228993134,4,263.4568,0,1998,,2,0,527.3136
16.0,1,0.065431917,4,76.1986,2,2007,,1,1,1869.5664
9.195,0,0.0,0,43.6744,3,2009,1.0,2,2,407.4696
11.35,1,0.043333912,6,201.0742,3,2009,1.0,2,2,2189.8162
10.0,0,0.089656812,8,144.0102,2,2007,,1,1,1603.9122
9.395,0,0.039954281,11,82.4908,4,2004,0.0,1,1,2013.3792
20.75,0,0.149404057,2,192.8478,0,1998,,2,0,774.9912
9.8,0,0.0268952,10,128.402,5,2002,,1,1,2403.538
5.695,0,0.065857092,5,258.5646,3,2009,1.0,2,2,4380.2982
18.2,0,0.161817014,6,37.819,5,2002,,1,1,219.714
19.35,1,0.082197959,0,49.2034,1,1987,2.0,2,1,729.051
18.35,0,0.015335349,7,106.6938,5,2002,,1,1,1393.5194
6.36,0,0.00599072,9,163.6526,5,2002,,1,1,5262.4832
9.8,0,0.013898123,14,46.506,3,2009,1.0,2,2,372.848
6.635,1,0.0,5,39.7506,1,1987,2.0,2,1,303.6048
18.1,0,0.297883712,4,156.7288,0,1998,,2,0,314.2576
8.93,0,0.022059594,9,56.0614,0,1998,,2,0,276.307
8.3,0,0.03532494,6,38.9506,1,1987,2.0,2,1,721.0614
8.895,0,0.124967595,9,112.7544,5,2002,,1,1,3467.4864
16.35,1,0.062411404,6,225.9062,6,1997,0.0,0,1,5416.9488
8.6,0,0.032754431,8,140.5154,3,2009,1.0,2,2,283.6308
19.0,1,0.104035148,6,227.772,2,2007,,1,1,5206.556
7.56,0,0.06390019,5,157.263,5,2002,,1,1,2503.408
12.6,1,0.062648111,5,104.899,1,1987,2.0,2,1,1960.781
15.6,0,0.111685868,11,184.7924,0,1998,,2,0,370.1848
8.71,0,0.233039817,3,49.5376,0,1998,,2,0,95.8752
18.1,0,0.17824575,4,158.1288,7,1999,1.0,0,1,3299.7048
13.35,0,0.140241213,5,150.2392,2,2007,,1,1,2684.5056
16.6,0,0.0,6,173.3738,6,1997,0.0,0,1,2085.2856
6.695,0,0.033935576,5,221.9456,4,2004,0.0,1,1,2210.456
16.6,0,0.026537206,5,57.2614,6,1997,0.0,0,1,1049.9666
15.35,0,0.015673267,11,145.047,4,2004,0.0,1,1,2719.793
19.7,0,0.089083914,6,54.593,0,1998,,2,0,56.593
14.3,0,0.131152799,0,78.6328,2,2007,,1,1,231.6984
10.0,0,0.045818773,5,138.718,1,1987,2.0,2,1,1398.18
14.8,0,0.044869794,14,76.467,4,2004,0.0,1,1,1531.34
8.71,1,0.04605781,4,43.8744,7,1999,1.0,0,1,633.8416
12.15,0,0.030815427,5,252.0698,0,1998,,2,0,1014.6792
17.85,0,0.01806055,8,97.0094,5,2002,,1,1,2094.6068
9.5,1,0.035205866,6,171.3448,7,1999,1.0,0,1,2386.2272
11.8,1,0.076705948,13,34.7558,4,2004,0.0,1,1,780.9834
14.1,0,0.089677773,3,139.8496,6,1997,0.0,0,1,1693.7952
19.35,1,0.065520388,10,168.3816,6,1997,0.0,0,1,1342.2528
19.75,0,0.012518707,6,190.6872,2,2007,,1,1,4916.2672
10.3,1,0.050353695,3,78.696,2,2007,,1,1,1757.712
10.8,0,0.083016832,4,193.4504,2,2007,,1,1,2876.256
17.75,1,0.0,6,139.9838,5,2002,,1,1,1966.7732
8.575,0,0.023983258,14,106.328,3,2009,1.0,2,2,958.752
19.1,0,0.075836522,4,40.2138,0,1998,,2,0,81.2276
20.7,1,0.100330684,6,123.4388,7,1999,1.0,0,1,1238.388
6.785,1,0.022970468,13,211.0928,4,2004,0.0,1,1,4418.2488
6.57,0,0.066014596,7,259.7278,1,1987,2.0,2,1,2863.6058
5.78,1,0.07429945,13,264.9568,5,2002,,1,1,1845.5976
6.92,1,0.131128467,2,93.1804,7,1999,1.0,0,1,1561.9668
20.25,1,0.014816356,4,194.1162,7,1999,1.0,0,1,3848.324
13.65,0,0.049318315,6,149.005,5,2002,,1,1,2097.27
13.5,1,0.017960492,13,81.596,2,2007,,1,1,639.168
16.5,0,0.035801238,8,92.612,3,2009,1.0,2,2,559.272
16.7,1,0.038606365,13,146.5102,5,2002,,1,1,2770.3938
8.68,0,0.008871687,5,99.7384,3,2009,1.0,2,2,295.6152
7.235,0,0.058369013,13,115.2834,3,2009,1.0,2,2,1267.0174
16.75,1,0.0,14,39.3822,6,1997,0.0,0,1,353.5398
15.35,0,0.073269336,14,92.112,4,2004,0.0,1,1,1118.544
10.8,0,0.049677651,6,245.9144,1,1987,2.0,2,1,4655.2736
6.26,0,0.031470832,9,110.2228,7,1999,1.0,0,1,1547.3192
5.63,1,0.024579432,10,105.3306,7,1999,1.0,0,1,1045.306
6.92,1,0.131665479,2,91.8804,2,2007,,1,1,275.6412
12.15,0,0.015523707,5,212.0928,3,2009,1.0,2,2,2735.1064
16.6,0,0.122475364,6,175.5738,5,2002,,1,1,347.5476
9.195,0,0.107891398,13,182.7634,6,1997,0.0,0,1,3817.0314
19.0,0,0.128065918,13,104.3622,4,2004,0.0,1,1,1905.5196
9.395,0,0.045361705,13,83.825,5,2002,,1,1,665.8
9.8,0,0.090390357,11,192.1478,1,1987,2.0,2,1,2324.9736
18.85,0,0.052054819,8,189.1846,6,1997,0.0,0,1,2101.9306
9.13,0,0.051952573,9,152.3024,5,2002,,1,1,1821.6288
9.0,1,0.050786366,3,152.2024,2,2007,,1,1,3643.2576
17.1,0,0.067141355,9,114.586,4,2004,0.0,1,1,2942.836
6.715,1,0.121485195,0,40.2454,1,1987,2.0,2,1,587.2356
5.82,0,0.080640478,9,167.779,6,1997,0.0,0,1,2886.243
18.7,0,0.037699254,6,110.2886,5,2002,,1,1,2223.772
7.93,0,0.0,5,123.2414,3,2009,1.0,2,2,487.3656
18.75,0,0.034501405,9,211.7218,2,2007,,1,1,5770.4886
5.0,0,0.044004675,14,188.853,6,1997,0.0,0,1,5502.837
7.445,0,0.0,0,76.8354,6,1997,0.0,0,1,2181.8266
20.85,0,0.121250374,13,193.9452,6,1997,0.0,0,1,1565.9616
20.85,0,0.0,10,115.1808,3,2009,1.0,2,2,1054.6272
19.2,0,0.100230114,5,112.9886,7,1999,1.0,0,1,1667.829
17.35,0,0.167383061,9,175.6712,6,1997,0.0,0,1,2812.3392
14.3,1,0.034404732,0,98.1726,4,2004,0.0,1,1,489.363
19.5,0,0.082719632,3,179.3002,5,2002,,1,1,2865.6032
6.675,0,0.041913535,13,90.7462,4,2004,0.0,1,1,1665.8316
8.18,0,0.0132043,9,143.8154,2,2007,,1,1,2694.4926
6.98,0,0.041105789,3,83.4934,6,1997,0.0,0,1,1555.9746
16.85,0,0.036463975,13,90.7488,5,2002,,1,1,543.2928
14.8,0,0.01946418,8,196.3794,1,1987,2.0,2,1,1950.794
12.3,1,0.0,13,57.3562,1,1987,2.0,2,1,177.7686
7.435,0,0.123086812,15,206.9638,5,2002,,1,1,1035.319
15.1,1,0.105646853,6,42.8796,4,2004,0.0,1,1,949.4308
9.195,1,0.118149377,13,160.5578,2,2007,,1,1,1283.6624
10.1,0,0.046545786,7,59.9878,1,1987,2.0,2,1,484.7024
16.0,1,0.065009745,4,79.5986,1,1987,2.0,2,1,934.7832
17.7,1,0.016630303,6,48.1034,5,2002,,1,1,534.6374
8.1,1,0.134532392,3,39.448,7,1999,1.0,0,1,878.856
20.6,0,0.083133128,0,120.1756,7,1999,1.0,0,1,1332.9316
20.35,0,0.039428167,9,127.9678,3,2009,1.0,2,2,3560.6984
8.195,0,0.0,0,93.1462,3,2009,1.0,2,2,647.8234
17.75,0,0.034823127,4,248.675,5,2002,,1,1,4993.5
7.475,0,0.148492521,6,240.6854,4,2004,0.0,1,1,1691.7978
19.0,1,0.065901299,6,188.7214,3,2009,1.0,2,2,1695.7926
12.6,1,0.041622264,6,124.0072,7,1999,1.0,0,1,4042.7376
7.895,1,0.0945493,2,102.6332,4,2004,0.0,1,1,1640.5312
17.1,0,0.128674983,6,112.3886,5,2002,,1,1,2334.9606
8.355,0,0.188322664,3,148.5418,3,2009,1.0,2,2,2207.127
18.5,0,0.052025392,13,118.4124,1,1987,2.0,2,1,2370.248
8.975,1,0.01516265,3,101.899,0,1998,,2,0,103.199
10.1,1,0.053584207,6,224.4088,6,1997,0.0,0,1,4697.8848
9.285,1,0.020989132,13,158.6578,1,1987,2.0,2,1,2406.867
11.6,1,0.144017405,4,238.3222,6,1997,0.0,0,1,5736.5328
12.5,0,0.081465335,10,220.7798,3,2009,1.0,2,2,6611.394
16.0,0,0.041177505,13,142.3496,2,2007,,1,1,3246.4408
14.15,0,0.042352822,4,51.6982,3,2009,1.0,2,2,1262.3568
20.2,0,0.074541867,9,94.1462,3,2009,1.0,2,2,1758.3778
13.65,1,0.18454121,3,211.5902,5,2002,,1,1,4672.5844
17.25,0,0.114160573,9,253.1724,2,2007,,1,1,3775.086
5.655,0,0.175352413,14,147.4102,7,1999,1.0,0,1,2478.7734
20.75,1,0.083590755,5,182.2318,4,2004,0.0,1,1,3067.3406
5.175,1,0.029471408,13,105.4622,1,1987,2.0,2,1,3281.7282
20.0,1,0.028282832,6,46.2744,2,2007,,1,1,1086.5856
11.8,0,0.0,6,46.5402,0,1998,,2,0,229.701
16.75,1,0.008208342,3,102.8674,5,2002,,1,1,1528.011
18.35,0,0.03334929,4,155.034,3,2009,1.0,2,2,1990.742
12.8,0,0.076060037,6,95.141,6,1997,0.0,0,1,868.869
19.75,0,0.014301326,9,103.0332,6,1997,0.0,0,1,1230.3984
8.75,1,0.074931201,6,187.6556,3,2009,1.0,2,2,938.778
13.3,0,0.080131363,4,234.03,3,2009,1.0,2,2,4194.54
18.85,0,0.167444431,9,194.6136,1,1987,2.0,2,1,1166.4816
9.695,1,0.03033748,13,222.9114,7,1999,1.0,0,1,5764.4964
20.7,0,0.04874969,6,37.5506,4,2004,0.0,1,1,113.8518
11.1,0,0.111298111,6,191.7846,2,2007,,1,1,3057.3536
8.975,1,0.05268526,3,83.3224,1,1987,2.0,2,1,3579.3408
12.15,0,0.018485511,5,253.1698,3,2009,1.0,2,2,1522.0188
7.67,0,0.184689756,9,35.4216,1,1987,2.0,2,1,450.0808
13.8,1,0.064153845,6,76.9012,1,1987,2.0,2,1,607.2096
4.785,0,0.092516598,1,120.1098,1,1987,2.0,2,1,1325.6078
20.0,1,0.104245198,3,105.3622,7,1999,1.0,0,1,1270.3464
8.395,0,0.07226985,7,254.104,3,2009,1.0,2,2,3542.056
6.175,1,0.179806961,10,95.2752,3,2009,1.0,2,2,1534.0032
8.21,0,0.044995631,4,89.2198,7,1999,1.0,0,1,1308.297
19.7,0,0.053523765,6,55.393,2,2007,,1,1,1471.418
19.6,0,0.041459372,9,89.6514,3,2009,1.0,2,2,1239.7196
7.5,0,0.036234918,8,175.3028,6,1997,0.0,0,1,3896.2616
5.845,1,0.105445801,5,214.4218,3,2009,1.0,2,2,1496.0526
11.395,0,0.0,8,151.6708,1,1987,2.0,2,1,3460.8284
7.17,1,0.05997133,6,132.1968,3,2009,1.0,2,2,2870.9296
5.75,1,0.075595405,4,114.7176,2,2007,,1,1,1259.6936
15.5,1,0.210375806,6,178.2028,0,1998,,2,0,177.1028
7.76,0,0.059341019,13,99.77,4,2004,0.0,1,1,798.96
13.65,1,0.18520944,3,212.9902,2,2007,,1,1,3185.853
10.8,0,0.098566832,10,98.3042,7,1999,1.0,0,1,1488.063
11.1,0,0.11084417,6,189.2846,7,1999,1.0,0,1,5159.2842
12.8,1,0.023567538,10,226.8404,7,1999,1.0,0,1,4500.808
8.785,0,0.0,6,123.0414,0,1998,,2,0,121.8414
20.6,1,0.04792722,6,185.9556,4,2004,0.0,1,1,4318.3788
7.89,0,0.036207786,4,121.0782,5,2002,,1,1,3456.1678
16.85,0,0.044377096,6,185.8266,1,1987,2.0,2,1,1659.8394
16.35,0,0.034742632,9,127.402,5,2002,,1,1,759.012
17.35,1,0.062979148,0,87.983,5,2002,,1,1,1707.777
12.6,0,0.007450258,9,186.7556,1,1987,2.0,2,1,2816.334
5.32,0,0.093027718,8,101.4674,7,1999,1.0,0,1,2954.1546
13.0,1,0.083498083,3,199.4426,4,2004,0.0,1,1,593.2278
19.85,0,0.025963795,9,46.3376,4,2004,0.0,1,1,1150.5024
17.6,0,0.019012262,8,237.159,2,2007,,1,1,3072.667
14.6,0,0.059393919,9,181.7976,4,2004,0.0,1,1,3259.7568
7.55,0,0.027212058,3,152.734,7,1999,1.0,0,1,2756.412
13.8,0,0.013263968,3,106.9254,6,1997,0.0,0,1,2930.1858
17.25,1,0.079113947,13,99.2068,0,1998,,2,0,97.2068
10.1,0,0.03020851,8,153.1656,6,1997,0.0,0,1,1544.656
14.3,1,0.049634817,10,212.5586,1,1987,2.0,2,1,3165.879
9.8,0,0.047187038,0,100.6016,6,1997,0.0,0,1,1619.2256
11.3,0,0.066681333,9,194.4478,6,1997,0.0,0,1,387.4956
7.67,0,0.185218446,9,36.3216,5,2002,,1,1,415.4592
13.8,0,0.162462044,4,55.893,0,1998,,2,0,226.372
10.395,0,0.031273559,12,160.0604,7,1999,1.0,0,1,1267.6832
20.7,0,0.042836778,4,175.8028,6,1997,0.0,0,1,1593.9252
17.35,1,0.146895866,12,149.605,3,2009,1.0,2,2,3745.125
16.35,0,0.013420879,11,104.828,3,2009,1.0,2,2,1810.976
19.35,0,0.026181893,6,167.0474,6,1997,0.0,0,1,2358.2636
15.2,0,0.012184999,8,50.3034,2,2007,,1,1,145.8102
14.3,0,0.026428924,5,78.2302,3,2009,1.0,2,2,554.6114
20.0,1,0.0,5,127.3678,6,1997,0.0,0,1,1780.3492
10.1,1,0.045950475,13,38.2848,2,2007,,1,1,1230.3984
8.18,1,0.082529704,5,56.9588,7,1999,1.0,0,1,744.3644
19.5,0,0.082552214,3,179.8002,6,1997,0.0,0,1,716.4008
18.7,0,0.089272253,13,254.7672,6,1997,0.0,0,1,5113.344
12.35,1,0.072541731,4,48.5692,5,2002,,1,1,886.8456
16.0,1,0.017536671,10,45.5718,1,1987,2.0,2,1,1039.9796
8.395,0,0.072088552,7,253.704,7,1999,1.0,0,1,4554.072
4.785,0,0.092781435,1,119.7098,5,2002,,1,1,1807.647
5.03,0,0.008644894,9,122.6756,4,2004,0.0,1,1,2665.8632
15.6,0,0.025342692,13,174.3054,2,2007,,1,1,1751.054
7.285,0,0.031145743,9,173.6054,4,2004,0.0,1,1,2626.581
20.35,0,0.0,13,120.9072,7,1999,1.0,0,1,1470.0864
17.7,0,0.030108283,13,165.9816,2,2007,,1,1,4362.3216
20.25,1,0.022639471,4,248.4092,2,2007,,1,1,2241.0828
8.945,1,0.0,4,264.791,2,2007,,1,1,4733.838
18.25,0,0.015278899,13,199.0084,6,1997,0.0,0,1,3174.5344
20.35,0,0.039329257,9,127.6678,7,1999,1.0,0,1,2924.8594
16.75,1,0.008579863,10,72.3038,7,1999,1.0,0,1,960.7494
12.1,0,0.028164527,7,178.166,0,1998,,2,0,539.298
18.5,1,0.0,4,144.2102,4,2004,0.0,1,1,2041.3428
15.0,1,0.054367971,3,58.5904,4,2004,0.0,1,1,996.0368
19.5,1,0.0273467,3,158.992,6,1997,0.0,0,1,1757.712
13.65,0,0.016001434,1,230.6668,2,2007,,1,1,1842.9344
13.15,1,0.165328057,6,170.6764,4,2004,0.0,1,1,3435.528
20.6,1,0.030510526,4,211.4244,6,1997,0.0,0,1,7833.8028
6.28,0,0.027699863,14,87.9198,4,2004,0.0,1,1,1221.0772
5.925,1,0.09646733,4,42.8086,6,1997,0.0,0,1,669.129
17.7,0,0.011636708,5,94.541,5,2002,,1,1,1061.951
18.85,0,0.141642219,3,168.1132,6,1997,0.0,0,1,2874.9244
17.5,0,0.028009382,10,141.718,0,1998,,2,0,419.454
17.7,0,0.1164455,13,182.8266,1,1987,2.0,2,1,5163.9448
16.1,1,0.013584408,6,107.7596,1,1987,2.0,2,1,323.5788
9.8,0,0.026950104,10,128.402,3,2009,1.0,2,2,1265.02
7.565,0,0.054751689,8,54.793,5,2002,,1,1,622.523
17.6,1,0.076121831,10,111.7202,6,1997,0.0,0,1,1125.202
12.15,1,0.058516562,6,164.1552,7,1999,1.0,0,1,5198.5664
9.31,0,0.037923509,5,61.651,1,1987,2.0,2,1,379.506
19.25,1,0.058365706,5,82.1908,7,1999,1.0,0,1,2432.8332
9.5,0,0.031346387,6,110.7228,5,2002,,1,1,1657.842
15.35,0,0.015663185,11,143.947,1,1987,2.0,2,1,3006.087
17.85,0,0.038040837,14,189.1188,2,2007,,1,1,3237.1196
7.02,0,0.049823902,4,82.225,1,1987,2.0,2,1,2746.425
12.3,0,0.069446588,14,106.3938,4,2004,0.0,1,1,857.5504
5.46,1,0.03217132,3,184.824,4,2004,0.0,1,1,4287.752
15.1,0,0.026046138,5,147.2076,5,2002,,1,1,1773.6912
11.8,0,0.121848436,6,46.8402,5,2002,,1,1,597.2226
19.25,0,0.108470504,9,33.4558,3,2009,1.0,2,2,441.4254
13.65,1,0.0,13,55.8588,5,2002,,1,1,1431.47
13.35,0,0.038494623,13,240.2564,1,1987,2.0,2,1,2860.2768
13.15,1,0.038029746,13,88.6856,5,2002,,1,1,1757.712
14.3,1,0.065207559,6,89.8856,6,1997,0.0,0,1,966.7416
12.3,0,0.037014587,13,115.1834,5,2002,,1,1,1958.1178
7.825,0,0.133281968,10,63.2826,0,1998,,2,0,129.1652
19.1,0,0.045299563,4,38.8138,4,2004,0.0,1,1,365.5242
8.71,0,0.121149472,3,93.7778,1,1987,2.0,2,1,1783.6782
19.6,0,0.094083303,9,252.2698,1,1987,2.0,2,1,2790.3678
19.5,0,0.0,3,179.3002,7,1999,1.0,0,1,2328.3026
15.85,0,0.0,1,174.737,2,2007,,1,1,2822.992
17.6,1,0.016060186,1,47.2402,5,2002,,1,1,505.3422
19.1,0,0.096733815,6,233.1958,6,1997,0.0,0,1,5141.3076
6.13,0,0.102607233,6,54.0298,3,2009,1.0,2,2,808.947
6.55,0,0.024521191,1,100.6332,4,2004,0.0,1,1,2665.8632
16.5,1,0.160624116,13,143.8128,2,2007,,1,1,2588.6304
17.0,0,0.052165855,8,125.073,1,1987,2.0,2,1,1108.557
10.5,1,0.0,0,162.421,5,2002,,1,1,1304.968
8.93,0,0.0,9,55.4614,5,2002,,1,1,331.5684
16.1,1,0.024928351,6,95.141,1,1987,2.0,2,1,3089.312
5.82,0,0.080968973,9,171.379,3,2009,1.0,2,2,2037.348
16.25,0,0.057485328,6,126.2046,7,1999,1.0,0,1,1867.569
13.35,1,0.149669322,13,180.266,5,2002,,1,1,898.83
5.15,1,0.061165512,10,125.6388,4,2004,0.0,1,1,2848.2924
7.865,0,0.06100886,2,166.0526,1,1987,2.0,2,1,3617.9572
9.895,0,0.167799329,14,239.4564,4,2004,0.0,1,1,5243.8408
17.35,0,0.167351411,9,176.0712,4,2004,0.0,1,1,2109.2544
8.365,0,0.071832909,7,36.1506,4,2004,0.0,1,1,721.0614
6.675,0,0.041886576,13,92.1462,1,1987,2.0,2,1,1203.1006
17.35,0,0.020542737,11,80.5618,1,1987,2.0,2,1,322.2472
16.75,0,0.045047439,13,186.4556,6,1997,0.0,0,1,3942.8676
18.85,0,0.091008572,7,129.6336,7,1999,1.0,0,1,3195.84
6.575,1,0.07549348,1,143.5444,4,2004,0.0,1,1,3338.3212
12.65,1,0.156286566,6,238.9538,7,1999,1.0,0,1,4086.0146
15.2,0,0.033735909,9,110.9912,3,2009,1.0,2,2,1856.2504
7.07,0,0.093653464,13,113.3834,4,2004,0.0,1,1,1267.0174
13.65,0,0.036107198,13,184.4924,3,2009,1.0,2,2,5182.5872
7.06,1,0.073480266,15,58.8904,0,1998,,2,0,58.5904
11.8,0,0.113234914,14,186.3924,1,1987,2.0,2,1,5367.6796
9.3,0,0.016054884,4,250.2092,5,2002,,1,1,5976.2208
13.6,0,0.117537563,13,195.4136,1,1987,2.0,2,1,5443.5808
19.5,0,0.01430324,9,57.2614,5,2002,,1,1,1547.3192
19.35,1,0.137697119,0,47.1034,0,1998,,2,0,145.8102
13.1,1,0.0,6,178.9318,7,1999,1.0,0,1,3067.3406
16.7,1,0.060863167,0,97.6384,4,2004,0.0,1,1,2857.6136
5.785,1,0.0,6,87.1856,4,2004,0.0,1,1,1406.1696
6.13,0,0.076855207,4,59.3536,7,1999,1.0,0,1,1470.0864
9.8,0,0.024482644,8,116.2492,3,2009,1.0,2,2,2896.23
7.42,0,0.020474913,13,248.4092,3,2009,1.0,2,2,996.0368
16.7,1,0.062044506,13,57.4562,6,1997,0.0,0,1,948.0992
9.0,0,0.079794329,3,80.1644,2,2007,,1,1,1178.466
6.36,0,0.00597362,9,164.5526,1,1987,2.0,2,1,2137.8838
17.7,0,0.146973462,4,184.1292,0,1998,,2,0,547.2876
16.5,0,0.07376631,3,208.5638,1,1987,2.0,2,1,2691.8294
11.85,0,0.13267058,4,96.4726,6,1997,0.0,0,1,978.726
10.195,1,0.012455787,10,197.511,4,2004,0.0,1,1,2356.932
13.65,0,0.04929502,6,150.505,7,1999,1.0,0,1,2696.49
20.35,0,0.054362695,13,117.9466,2,2007,,1,1,1649.8524
20.2,0,0.110356797,9,62.051,0,1998,,2,0,126.502
13.85,1,0.085274988,10,119.6124,6,1997,0.0,0,1,2014.7108
8.05,1,0.164542555,4,112.2518,1,1987,2.0,2,1,1707.777
7.365,0,0.160292264,13,94.712,5,2002,,1,1,932.12
12.5,0,0.112859454,3,118.344,2,2007,,1,1,2157.192
7.42,1,0.021569566,12,184.8582,4,2004,0.0,1,1,4643.955
6.235,0,0.119345629,9,261.991,2,2007,,1,1,2366.919
12.35,1,0.072334667,4,49.1692,1,1987,2.0,2,1,886.8456
6.75,1,0.108148913,4,95.6752,1,1987,2.0,2,1,958.752
16.75,0,0.07585337,8,36.8532,7,1999,1.0,0,1,1150.5024
19.35,1,0.062655235,0,163.3184,5,2002,,1,1,2641.8944
9.6,1,0.022278477,1,102.499,6,1997,0.0,0,1,1547.985
19.85,1,0.020961192,13,62.0194,3,2009,1.0,2,2,619.194
15.1,0,0.025993423,5,147.4076,6,1997,0.0,0,1,2808.3444
6.59,0,0.105577348,6,85.6908,4,2004,0.0,1,1,1929.4884
16.75,0,0.129086113,1,89.4856,7,1999,1.0,0,1,1054.6272
15.2,0,0.113125627,14,38.6848,5,2002,,1,1,1155.8288
13.0,1,0.070699313,13,65.7484,2,2007,,1,1,1174.4712
5.86,1,0.151467821,10,154.1314,3,2009,1.0,2,2,3412.8908
11.395,0,0.03616416,8,150.1708,0,1998,,2,0,300.9416
20.85,0,0.062606583,5,192.2478,0,1998,,2,0,387.4956
5.035,1,0.079844043,1,226.3036,1,1987,2.0,2,1,4098.6648
11.15,0,0.120139206,4,45.0744,7,1999,1.0,0,1,452.744
6.38,0,0.032028115,4,178.3344,3,2009,1.0,2,2,3211.8192
8.39,0,0.120497266,9,162.2868,6,1997,0.0,0,1,2620.5888
5.675,1,0.023492524,13,155.5288,4,2004,0.0,1,1,1414.1592
15.7,1,0.122657336,6,110.1544,7,1999,1.0,0,1,1565.9616
13.0,1,0.070588037,13,65.9484,3,2009,1.0,2,2,1043.9744
13.5,1,0.159587755,6,145.3102,1,1987,2.0,2,1,729.051
8.895,1,0.088821765,13,125.173,2,2007,,1,1,2956.152
10.895,0,0.136810742,4,263.0568,6,1997,0.0,0,1,527.3136
16.2,1,0.128682722,5,178.437,5,2002,,1,1,1058.622
15.1,1,0.096644015,10,131.9942,2,2007,,1,1,3047.3666
7.475,0,0.013120028,9,217.6192,6,1997,0.0,0,1,1725.7536
10.8,1,0.048339408,0,41.5138,3,2009,1.0,2,2,446.7518
20.0,0,0.08165845,11,35.019,3,2009,1.0,2,2,585.904
14.3,1,0.04975339,10,210.3586,7,1999,1.0,0,1,6331.758
10.1,0,0.030379382,8,153.4656,2,2007,,1,1,1853.5872
17.85,0,0.065810045,5,149.105,6,1997,0.0,0,1,2247.075
9.5,0,0.0,14,32.89,0,1998,,2,0,33.29
20.75,0,0.025272781,8,146.6734,2,2007,,1,1,445.4202
12.1,0,0.019314961,4,164.6526,0,1998,,2,0,657.8104
20.6,0,0.071282168,9,74.4696,3,2009,1.0,2,2,223.7088
7.67,0,0.184843579,9,33.1216,6,1997,0.0,0,1,727.0536
20.6,0,0.082935004,0,119.5756,1,1987,2.0,2,1,2665.8632
15.35,0,0.161350176,14,196.6768,0,1998,,2,0,591.2304
5.46,1,0.106968096,6,142.6786,1,1987,2.0,2,1,2311.6576
9.395,0,0.159582185,14,224.772,7,1999,1.0,0,1,7017.532
10.0,0,0.038685802,6,243.8144,6,1997,0.0,0,1,4655.2736
7.445,0,0.037690731,0,73.3354,7,1999,1.0,0,1,451.4124
15.5,1,0.026409147,6,102.1332,3,2009,1.0,2,2,615.1992
19.85,0,0.064367627,8,126.1704,1,1987,2.0,2,1,876.1928
11.5,0,0.173516063,6,128.1652,6,1997,0.0,0,1,2454.1388
10.5,0,0.048115543,7,159.0946,5,2002,,1,1,4102.6596
19.7,0,0.077899109,0,177.766,4,2004,0.0,1,1,2696.49
10.3,1,0.098464979,6,188.653,0,1998,,2,0,189.753
20.85,0,0.037372847,5,192.7478,1,1987,2.0,2,1,3099.9648
13.35,0,0.032230526,10,61.4194,7,1999,1.0,0,1,743.0328
12.1,0,0.040357315,6,177.8002,6,1997,0.0,0,1,1611.9018
20.1,0,0.07461309,4,108.7228,4,2004,0.0,1,1,1215.7508
21.25,0,0.019502354,13,120.8756,3,2009,1.0,2,2,3150.5656
6.655,0,0.016944719,6,209.2586,1,1987,2.0,2,1,2954.8204
13.65,0,0.065576228,5,47.7402,1,1987,2.0,2,1,643.1628
13.6,0,0.010008699,9,176.737,7,1999,1.0,0,1,4940.236
15.5,0,0.053362086,14,41.577,4,2004,0.0,1,1,735.709
10.895,0,0.064621927,6,196.6794,1,1987,2.0,2,1,1170.4764
19.7,1,0.018126724,10,101.799,2,2007,,1,1,1135.189
